DATE,SEASON,AVY_DANGER,AVY_CHARACTER,WET_DANGER,DRY_DANGER,WET_LOOSE,WET_SLAB,WIND_SLAB,STORM_SLAB,CORNICE_FALL,PERSISTENT_SLAB,DEEP_SLAB,DRY_LOOSE,GLIDE_AVALANCHE,LONG_SLIDING_FALL,AWND,PGTM,PRCP,PRCP_ATTRIBUTES,PSUN,SNOW,FIVE_DAY_SNOWFALL,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_SWING,TMAX_SWING_FROM_AVE,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,SKY CONDITION,PRECIP TYPE/RATE,FORM/SIZE,HN24_CM,HW in Tube (MM),H24W in Can (MM),DENSITY (KG/M3),HST (CM),HS_CM,SETTLEMENT/MELT,Surf Temp (C),T-10 (C),T-20 (C),CURRENT TEMP,X24_HR_MAX,24HRMAX_SWING,24 HR MIN
1/23/13,2012/2013,2,DRY,0,2,0,0,2,0,0,0,0,0,0,Y,61.52,,0,",,W,2400",49,0,7.4,",,W,",10,",,Z,",-26,-22,-31.4,",,W",-35,",,W",285,",,W",310,",,W",85,",,W",BKN,,,1,,0.9,,1,98,0,-23.5,-15,-13,-30,-16,5,-30
1/24/13,2012/2013,2,DRY,0,2,0,0,2,0,0,0,0,2,0,Y,73.15,,0,",,W,2400",58,0,3.6,",,W,",10,",,Z,",-15,11,-16.2,",,W",-29,",,W",340,",,W",310,",,W",111,",,W",BKN,,,,,,,,98,0,-25,-13,-14,-24,-24,-8,-30
1/25/13,2012/2013,2,DRY,0,2,0,0,2,0,0,0,0,0,0,Y,50.11,,0.01,",,W,2400",79,0.1,1.7,",,W,",10,",,Z,",3,18,9,",,W",-17,",,W",460,",,W",310,",,W",111,",,W",BKN,,,,,,,,98,0,-19,-13,-4,-15,-15,9,-26
1/26/13,2012/2013,2,DRY,0,2,0,0,2,0,0,0,0,0,0,Y,41.38,,0.03,",,W,2400",75,0.7,1.6,",,W,",10,",,Z,",-3,-6,6.4,",,W",-19,",,W",440,",,W",310,",,W",87,",,W",CLR,,,,,,,,98,0,-24,-14.5,-10,-23,-10,5,-23
1/27/13,2012/2013,2,DRY,0,2,0,0,2,0,0,0,0,0,0,Y,64.65,,0,",,W,2400",99,0,0.8,",,W,",10,",,Z,",4,7,13,",,W",-17,",,W",583,",,W",310,",,W",100,",,W",,,,,,,,,,,,,,,,,
1/28/13,2012/2013,2,DRY,0,2,0,0,2,0,0,0,0,0,0,Y,26.84,,0.15,",,W,2400",1,5.4,6.2,",,W,",10,",,Z,",22,18,29.4,",,W",0,",,W",5,",,W",310,",,W",50.1,",,W",,,,,,,,,,,,,,,,,
1/29/13,2012/2013,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,19.91,,0,"T,,W,2400",65,0.2,6.4,",,W,",13,",,Z,",32,10,29.8,",,W",20,",,W",385,",,W",270,",,W",52.1,",,W",,,,,,,,,,,,,,,,,
1/30/13,2012/2013,3,WET,3,0,3,3,0,0,0,0,0,0,0,N,60.4,,0.34,",,W,2400",0,0,6.3,",,W,",11,",,Z,",43,11,31.4,",,W",27,",,W",0,",,W",220,",,W",106.9,",,W",,,,,,,,,,,,,,,,,
1/31/13,2012/2013,4,WET,4,0,4,4,0,0,0,0,0,0,0,N,74.71,,1.59,",,W,2400",0,1.1,6.7,",,W,",7,",,Z,",42,-1,22.4,",,W",-5,",,W",0,",,W",270,",,W",118.1,",,W",,,,,,,,,,,,,,,,,
2/9/13,2012/2013,5,DRY,0,5,0,0,5,5,0,0,0,0,0,N,50.33,,0.47,",,W,2400",0,10.3,17,",,Z,",10,",,Z,",6,-36,-22.6,",,W",-9,",,W",0,",,W",40,",,W",87.9,",,W",OVC,S-1,"SD1, IR1",49,32,13,65,,130,0,-14.2,-10.5,-8.2,-14,-13,,-15
2/10/13,2012/2013,3,DRY,0,3,0,0,3,0,0,0,0,0,0,Y,41.83,,0,"T,,Z,2400",100,0,11.6,"T,,W,",7,",,Z,",20,14,-9,",,W",-1,",,W",627,",,W",360,",,W",81,",,W",CLR,,,12,8,3,66,52,135,-7,-12.3,-11.5,-10.8,-11,-11,2,-16
2/11/13,2012/2013,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,42.28,,0.29,",,W,2400",0,3.3,14.7,",,W,",5,",,Z,",27,7,-1.6,",,W",14,",,W",0,",,W",180,",,W",77,",,W",SCT,,,,,,,,130,-3,-2.4,-4.7,-5.6,-3,-3,8,-12
2/12/13,2012/2013,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,68.23,,0.08,",,W,2400",0,1.8,16.5,",,W,",6,",,Z,",16,-11,-11.6,",,W",8,",,W",0,",,W",270,",,W",96,",,W",OVC,,,8,12,10,130,8,130,-8,-5.7,-4.1,-3.4,-6,-1,2,-6
2/13/13,2012/2013,2,DRY,0,2,0,0,2,0,0,0,0,0,0,Y,31.09,,0.03,",,W,2400",6,0.4,15.8,",,W,",6,",,Z,",11,-5,-11.2,",,W",5,",,W",40,",,W",320,",,W",74,",,W",OVC,S-2,SD1,8,10,4,125,8,130,-8,-7.8,-5.1,-3.9,-9,-9,-8,-6
2/14/13,2012/2013,2,DRY,0,2,0,0,2,0,0,0,0,0,0,Y,18.79,,0,"T,,W,2400",89,0.1,5.6,",,W,",6,",,Z,",15,4,-1,",,W",4,",,W",568,",,W",320,",,W",34,",,W",OVC,,,,,0.5,,,125,-5,-7.4,-5.9,-4.8,-9,-6,3,-11
2/15/13,2012/2013,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,35.34,,0.04,",,W,2400",0,0.5,6.1,",,W,",6,",,Z,",19,4,1.2,",,W",9,",,W",0,",,W",270,",,W",64,",,W",OVC,,,,,,,,120,-5,-4.3,-5,-5.1,-3,-6,0,-11
2/16/13,2012/2013,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,18.34,,0.03,",,W,2400",6,0.6,3.4,",,W,",7,",,Z,",12,-7,-5.6,",,W",2,",,W",40,",,W",270,",,W",51,",,W",OVC,S-1,SD1,,,0.25,,,120,0,-3.6,-4.2,-3.8,-9,-1,5,-9
2/17/13,2012/2013,3,DRY,0,3,0,0,3,3,0,0,0,0,0,N,50.78,,0.6,",,W,2400",0,3.6,5.2,",,W,",8,",,Z,",4,-8,-10.6,",,W",-16,",,W",0,",,W",310,",,W",99.1,",,W",OVC,S-1,SD 2-3,1,,1,,,122,0,-10.8,-8.2,-6.1,-15,-6,-5,-13
2/18/13,2012/2013,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,87.24,,0,",,W,2400",34,0,4.8,",,W,",9,",,Z,",12,8,-0.2,",,W",-19,",,W",224,",,W",320,",,W",129.1,",,W",OVC,,,6,11,3,183,12,120,-2,-18.6,-11.8,8.1,-19,-15,-9,-19
2/19/13,2012/2013,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,41.61,,0.19,",,W,2400",36,1.5,6.2,",,W,",9,",,Z,",27,15,14.6,",,W",11,",,W",235,",,W",310,",,W",74.9,",,W",FEW,,,,,,,,120,0,-7.3,-8,-6.5,-3,-3,12,-21
2/20/13,2012/2013,4,DRY,0,4,0,0,4,0,0,0,0,4,0,N,49.21,,0.5,",,W,2400",0,5.2,10.9,",,W,",11,",,Z,",20,-7,5.2,",,W",-2,",,W",0,",,W",320,",,W",102,",,W",BKN,S-1,SD1,12,13,,108.3,12,130,-2,-6.8,-5.1,-4.8,-9,2,5,-9
2/21/13,2012/2013,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,48.09,,0.23,",,W,2400",2,3.1,13.4,",,W,",11,",,Z,",11,-9,-4,",,W",-10,",,W",10,",,W",320,",,W",95.1,",,W",BKN,,,11,12,,109.1,13,130,0,-15.8,-8.7,-6.3,-16,-18,-20,-16
2/22/13,2012/2013,2,BOTH,2,2,0,2,2,0,0,0,0,0,0,N,20.58,,0,",,W,2400",84,0,9.8,",,W,",11,",,Z,",23,12,8.2,",,W",10,",,W",556,",,W",360,",,W",53.9,",,W",FEW,,,,,,,,128,-2,-11.7,-8.4,-6.5,-11,-9,9,-16
2/23/13,2012/2013,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,24.16,,0.08,",,W,2400",1,2.5,12.3,",,Z,",11,",,Z,",22,-1,3.4,",,W",12,",,W",5,",,W",220,",,W",40,",,W",OVC,,,,,,,,126,-2,-9.6,-4.7,-3.8,-10,-1,8,-11
2/24/13,2012/2013,3,DRY,0,3,0,0,3,0,0,0,0,3,0,N,17.45,,0.38,",,Z,2400",0,6,16.8,",,W,",12,",,Z,",26,4,5.4,",,W",12,",,W",0,",,W",360,",,W",38,",,W",OVC,S-1,ND2,4,3,3,74,,130,0,-5.1,-4.6,-4,-6,-4,-3,-9
2/25/13,2012/2013,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,16.11,,0.03,",,W,2400",54,0.6,12.2,",,W,",14,",,Z,",17,-9,-3.4,",,W",10,",,W",365,",,W",360,",,W",40.9,",,W",OVC,S-1,IR1,7,10,8,142,11,135,2,-4.2,-3.6,-4.2,-11,-4,0,-12
2/26/13,2012/2013,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,10.51,,0,",,W,2400",27,0,9.1,",,W,",13,",,W,",26,9,6.2,",,W",10,",,W",180,",,W",180,",,W",25.1,",,W",BKN,,,,,,,,133,2,-8.1,-6.3,-6,-6,-9,-5,2
2/27/13,2012/2013,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,50.11,,1.48,",,W,2400",0,12.7,21.8,",,Z,",13,",,W,",25,-1,2.2,",,W",11,",,W",0,",,W",90,",,W",95.1,",,W",OVC,S-1,ND1,,,,,,130,3,-5.3,-4.6,3.7,-5,-4,5,-7
2/28/13,2012/2013,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,17,,0.16,",,W,2400",21,2.7,22,",,W,",21,",,Z,",27,2,3.8,",,W",13,",,W",140,",,W",130,",,W",72.9,",,W",OVC,S1,SD3,25,28,26,112,,155,3,-3.1,-3.7,-4.2,-4,-4,0,-7
3/1/13,2012/2013,,,0,0,,,,,,,,,,,23.26,,0.08,",,Z,2400",4,1.1,17.1,",,Z,",21,",,Z,",16,-11,-8.2,",,W",10,",,W",30,",,W",310,",,W",42.1,",,W",SCT,,,3,1,2,33,26,155,-3,-6.8,-4.6,-2.9,-8,-5,-1,-8
3/2/13,2012/2013,,,0,0,,,,,,,,,,,25.5,,0.05,",,W,2400",0,1.5,18,",,W,",22,",,Z,",19,3,-3.2,",,W",10,",,W",0,",,W",360,",,W",44.1,",,W",X,S-1,nd1,3,2,,68,3,140,,-10,-7,-8,-12,5,10,-12
3/3/13,2012/2013,,,0,0,,,,,,,,,,,29.3,,0,"T,,W,2400",0,0.2,18.2,",,W,",22,",,Z,",17,-2,-5.6,",,W",8,",,W",0,",,W",310,",,W",55,",,W",OVC,,,3,1,1.5,33,3,158,,-6.2,-4.6,-2.9,-10,-1,-6,-10
3/4/13,2012/2013,,,0,0,,,,,,,,,,,41.38,,0.26,",,W,2400",0,2.6,8.1,",,W,",22,",,Z,",14,-3,-6.8,",,W",6,",,W",0,",,W",360,",,W",70,",,W",OVC,,,,,,,,155,-3,-7.4,-4.1,-2.9,-10,-2,-1,-11
3/5/13,2012/2013,,,0,0,,,,,,,,,,,34.9,,0.04,",,W,2400",0,0.6,6,",,W,",23,",,Z,",16,2,-2.6,",,W",10,",,W",0,",,W",360,",,W",52.1,",,W",OVC,,,3,4,1,133,3,153,-2,-5.3,-4.9,-4.2,-5,-4,-2,-7
3/6/13,2012/2013,,,0,0,,,,,,,,,,,43.62,,0.19,",,W,2400",0,2.4,7.3,",,W,",24,",,Z,",13,-3,-3.4,",,W",6,",,W",0,",,W",90,",,W",68,",,W",OVC,S-1,Ir/1,4,6,4.2,150,,153,-2,-4.9,-4.4,-3.6,-6,-3,1,-6
3/7/13,2012/2013,,,0,0,,,,,,,,,,,26.62,,0,"T,,W,2400",21,0.1,5.9,",,W,",24,",,Z,",25,12,9.2,",,W",5,",,W",150,",,W",90,",,W",53,",,W",OVC,,,6,7,5.1,116,9,155,-8,-7.6,-6.2,-4.4,-10,-5,-2,-10
3/8/13,2012/2013,,,0,0,,,,,,,,,,,54.13,,0.04,",,W,2400",6,0.6,6.3,",,W,",24,",,Z,",22,-3,5,",,W",14,",,W",40,",,W",90,",,W",80.1,",,W",OVC,,,,,,,,155,0,-5.4,-5.1,-4.4,-6,-3,2,-8
3/9/13,2012/2013,,,0,0,,,,,,,,,,,20.36,,0,",,W,2400",100,0,3.7,",,W,",23,",,Z,",29,7,11,",,W",22,",,W",706,",,W",40,",,W",38.9,",,W",CLR,,,,,,,,150,-5,-5.3,-4.8,-4.6,-4,-1,2,-8
3/10/13,2012/2013,,,0,0,,,,,,,,,,,19.69,,0,",,W,2400",80,0,3.1,",,W,",23,",,Z,",36,7,15,",,W",26,",,W",565,",,W",270,",,W",50.1,",,W",CLR,,,,,,,,148,-2,-6.7,-4.6,-3.5,-8,5,6,-8
3/11/13,2012/2013,,,0,0,,,,,,,,,,,37.58,,0,"T,,Z,2400",26,0,0.7,",,W,",22,",,Z,",42,6,17,",,W",28,",,W",185,",,W",220,",,W",70.9,",,W",SCT,,,,,,,,145,-3,0.3,-0.1,-1,9,9,4,-2
3/12/13,2012/2013,3,WET,3,0,3,3,0,0,0,0,0,0,0,N,48.54,,1.09,",,W,2400",0,0.7,1.3,",,W,",21,",,Z,",33,-9,2.2,",,W",26,",,W",0,",,W",180,",,W",74,",,W",OVC,RV,,,,,,,135,-10,-0.1,-0.1,-0.1,2,10,1,2
3/13/13,2012/2013,1,ICE,0,0,0,0,0,0,0,0,0,0,0,Y,27.29,,0.11,",,W,2400",42,1.1,1.8,",,W,",18,",,Z,",32,-1,-0.4,",,W",9,",,W",305,",,W",310,",,W",55.9,",,W",OVC,RV,,,,39,,,130,-5,-0.1,-0.1,-0.1,-4,5,-5,-4
3/14/13,2012/2013,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,35.12,,0.45,",,W,2400",0,7.2,9,",,W,",19,",,Z,",10,-22,-24.4,",,W",-12,",,W",0,",,W",310,",,W",61.1,",,W",OVC,S-1,gp/sd/2,4,2,1,50,,135,0,-6.7,-2.7,-1.4,-10,0,-5,-10
3/15/13,2012/2013,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,46.75,,0.29,",,W,2400",37,3.4,12.4,",,W,",21,",,Z,",7,-3,-23.6,",,W",-13,",,W",269,",,W",360,",,W",81,",,W",FEW,,,4,5,2.6,125,7,138,1,-11.3,-7,-3.2,-16,-6,-6,-18
3/16/13,2012/2013,4,DRY,0,4,0,0,4,4,0,0,0,0,0,N,35.57,,0.29,",,W,2400",16,4.6,17,",,W,",25,",,Z,",3,-4,-21.8,",,W",-5,",,W",115,",,W",360,",,W",70,",,W",OVC,S-1,Sd/2,18,7,7,38,18,155,0,-11.6,-10.8,-10.1,-14,-7,-1,-18
3/17/13,2012/2013,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,57.71,,0.2,",,W,2400",16,1,17.3,",,W,",25,",,Z,",-1,-4,-18,",,W",-12,",,W",114,",,W",310,",,W",86.1,",,W",FEW,,,,,1,,,149,-6,-9.4,-6.8,-5.9,-16,-5,2,-16
3/18/13,2012/2013,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,33.33,,0,"T,,W,2400",77,0,16.2,"T,,W,",24,",,Z,",21,22,10.8,",,W",-10,",,W",563,",,W",310,",,W",70,",,W",CLR,,,,,,,,145,-4,-16.4,-12.2,-8.7,-20,-12,-7,-20
3/19/13,2012/2013,3,DRY,0,3,0,0,3,0,0,3,0,0,0,N,37.36,,0.99,",,W,2400",0,16,25,",,W,",26,",,Z,",16,-5,8,",,W",4,",,W",0,",,W",130,",,W",59.1,",,W",OVC,S1,P1/IR/1,6,7,4.8,116.6,,150,-1,-7.7,-6.1,-4.5,-10,-3,9,-16
3/20/13,2012/2013,4,DRY,0,4,0,0,4,4,0,0,0,0,0,N,56.15,,0.57,",,W,2400",0,8,29.6,",,W,",33,",,Z,",7,-9,-2.2,",,W",1,",,W",0,",,W",310,",,W",95.1,",,W",OVC,S-1,Ir/1,32,38,20.2,118.75,,177,-5,-7.7,-8.2,-7.2,-11,-8,-5,-11
3/21/13,2012/2013,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,23.26,,0.05,",,W,2400",48,1.5,26.5,",,W,",30,",,Z,",11,4,1.8,",,W",-1,",,W",360,",,W",270,",,W",62,",,W",FEW,,,13,11,,84.6,40,180,-10,-12,-7.6,-6,-13,-7,1,-13
3/22/13,2012/2013,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,30.87,,0.29,",,W,2400",23,3.9,29.4,",,W,",31,",,Z,",8,-3,-2.8,",,W",0,",,W",170,",,W",310,",,W",69.1,",,W",FEW,,,,,,,,175,-5,-13.8,-9.6,-9.9,-16,-3,4,-16
3/23/13,2012/2013,4,DRY,0,4,0,0,4,0,0,0,0,0,0,N,78.29,,0.45,",,W,2400",0,5.9,35.3,",,W,",32,",,Z,",9,1,-3.6,",,W",1,",,W",0,",,W",310,",,W",108.9,",,W",OVC,S-1,Ir/1,6,5,3,83,6,175,-6,-9.8,-10,-10,-13,-5,-2,-19
3/24/13,2012/2013,3,DRY,0,3,0,0,3,0,0,3,0,0,0,N,38.92,,0,"T,,W,2400",24,0.2,19.5,",,W,",32,",,Z,",16,7,5.8,",,W",7,",,W",180,",,W",320,",,W",74,",,W",BKN,,,16,15,13,93,16,180,-11,-6,-5,-5,-9,-7,-2,-10
3/25/13,2012/2013,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,20.13,,0.1,",,W,2400",23,0.9,12.4,",,W,",32,",,Z,",15,-1,4.8,",,W",9,",,W",175,",,W",90,",,W",38,",,W",SCT,,,,,,,,178,-2,-7,-5,-5,-9,-6,1,-10
3/26/13,2012/2013,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,31.09,,0.02,",,W,2400",47,0.2,11.1,",,W,",33,",,Z,",15,0,3.2,",,W",6,",,W",360,",,W",360,",,W",53,",,W",CLR,,,2,3,2,66,2,178,-2,-9,-5,-4,-10,-1,5,-10
3/27/13,2012/2013,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,34.23,,0.27,",,W,2400",0,2.3,9.5,",,W,",33,",,Z,",18,3,5.4,",,W",11,",,W",0,",,W",360,",,W",57.9,",,W",BKN,,,,,,,,173,-5,-5,-3,-3,-5,2,3,-9
3/28/13,2012/2013,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,29.3,,0.04,",,W,2400",0,0.5,4.1,",,W,",34,",,Z,",20,2,5.4,",,W",13,",,W",0,",,W",360,",,W",44.1,",,W",BKN,,,3,1,1,33,3,175,0,-3,-2,-2,-5,1,-1,-6
3/29/13,2012/2013,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,38.25,,0.28,",,W,2400",0,2.1,6,",,W,",34,",,Z,",23,3,6.2,",,W",16,",,W",0,",,W",310,",,W",59.1,",,W",OVC,,,,,,,,175,0,0,-1,-2,-2,3,2,-7
3/30/13,2012/2013,2,BOTH,2,2,0,2,2,0,0,0,0,0,0,N,34,,0.03,",,W,2400",100,0.3,5.4,",,W,",35,",,Z,",18,-5,-0.2,",,W",13,",,W",770,",,W",310,",,W",51,",,W",CLR,,,,,,,,175,0,0,-2,-2,-5,4,1,-6
3/31/13,2012/2013,1,BOTH,1,1,0,1,1,0,0,0,0,0,0,N,27.96,,0.1,",,W,2400",73,1,6.2,",,W,",34,",,Z,",24,6,5.2,",,W",13,",,W",564,",,W",180,",,W",66,",,W",CLR,,,,,,,,168,7,-5,-4,-4,-8,-4,-8,-9
4/1/13,2012/2013,,,0,0,,,,,,,,,,,45.63,,0.75,",,W,2400",0,4.9,8.8,",,W,",33.1,",,W,",27,3,6.4,",,W",1,",,W",0,",,W",310,",,W",99.1,",,W",OVC,,,9,11,10,122,9,180,0,-1,-2,-2,-2,4,8,-8
4/2/13,2012/2013,,,0,0,,,,,,,,,,,68,,0.47,",,W,2400",0,4.4,12.7,",,W,",31.9,",,W,",3,-24,-19.4,",,W",-3,",,W",0,",,W",310,",,W",127.1,",,W",OVC,S-1,SD 1-1.5,9,12,7.8,133,9,182,-7,-7,-3,-2,-13,4,0,-13
4/3/13,2012/2013,,,0,0,,,,,,,,,,,86.79,,0,"T,,W,2400",31,0.2,10.8,",,W,",29.9,",,W,",8,5,-11,",,W",-2,",,W",240,",,W",310,",,W",118.1,",,W",BKN,,,13.5,16,4.4,118.5,14,185,-10,-10,-8,-5,-12,-10,-14,-13
4/4/13,2012/2013,,,0,0,,,,,,,,,,,61.29,,0,",,W,2400",100,0,10.5,",,W,",24,",,W,",21,13,5,",,W",1,",,W",785,",,W",310,",,W",106,",,W",CLR,,,2,,,,2,180,-7,-11,-8,-6,-12,-8,2,-12
4/5/13,2012/2013,,,0,0,,,,,,,,,,,50.33,,0.03,",,W,2400",41,0.3,9.8,",,W,",22.8,",,W,",21,0,4.4,",,W",3,",,W",325,",,W",310,",,W",84.1,",,W",SCT,,,,,,,,178,-2,-5,-4,-3,-1,1,9,-11
4/6/13,2012/2013,,,0,0,,,,,,,,,,,55.48,,0.09,",,W,2400",62,1.3,6.2,",,W,",24,",,W,",13,-8,-3,",,W",-6,",,W",489,",,W",310,",,W",93.1,",,W",OVC,,,4,3,1.8,75,4,180,-2,-10,-8,-5,-15,4,3,-15
4/7/13,2012/2013,,,0,0,,,,,,,,,,,44.74,,0,"T,,W,2400",27,0,1.8,"T,,W,",22.8,",,W,",32,19,18.8,",,W",11,",,W",215,",,W",270,",,W",89,",,W",SCT,,,,,,,,176,-4,-6,-5,-4,-3,-3,-7,-15
4/8/13,2012/2013,,,0,0,,,,,,,,,,,42.95,,0,",,W,2400",84,0,1.6,",,W,",22.8,",,W,",33,1,14,",,W",19,",,W",670,",,W",270,",,W",94,",,W",OVC,S-1,2,,,2,,,168,-8,0,-1,-1,0,8,11,-2
4/9/13,2012/2013,,,0,0,,,,,,,,,,,49.88,,0.5,",,W,2400",7,0.3,1.9,",,W,",22,",,W,",34,1,10,",,W",24,",,W",55,",,W",310,",,W",72.9,",,W",OVC,,,,,14,,,165,-3,0,-1,-1,-1,2,-6,-2
4/10/13,2012/2013,,,0,0,,,,,,,,,,,36.46,,0.33,",,W,2400",0,1.8,3.4,",,W,",20.9,",,W,",29,-5,2.4,",,W",24,",,W",0,",,W",310,",,W",53.9,",,W",FEW,,,,,,,,158,-7,-3,-1,-1,-4,6,4,-4
4/11/13,2012/2013,1,ICE,0,0,0,0,0,0,0,0,0,0,0,Y,35.34,,0,",,W,2400",43,0,2.1,",,W,",20.9,",,W,",25,-4,-3.2,",,W",11,",,W",350,",,W",310,",,W",65.1,",,W",OVC,,,1,1,2,100,,159,0,-4,-3,-3,-9,4,-2,-9
4/12/13,2012/2013,3,BOTH,3,3,0,3,3,0,0,0,0,0,0,N,27.29,,0.67,",,W,2400",0,3.5,5.6,",,W,",22,",,W,",28,3,-2.6,",,W",9,",,W",0,",,W",130,",,W",64,",,W",OVC,,,1,1,1,100,1,159,0,-5,-2,-2,-8,-9,-13,4
4/13/13,2012/2013,1,ICE,0,0,0,0,0,0,0,0,0,0,0,Y,26.62,,0.13,",,W,2400",0,0.8,6.4,",,W,",22.8,",,W,",28,0,-1.8,",,W",18,",,W",0,",,W",270,",,W",64,",,W",OVC,,,2,14,13,700,2,161,0,-5,-3,-3,-6,-5,4,-8
4/14/13,2012/2013,2,DRY,0,3,0,0,3,0,0,0,0,0,0,Y,33.33,,0.62,",,W,2400",0,4.3,10.4,",,W,",22.8,",,W,",24,-4,-4.8,",,W",16,",,W",0,",,W",360,",,W",55.9,",,W",OVC,S-1,SOL 2,,,2,,1,162,0,-3,-1,-1,-4,4,9,-8
4/15/13,2012/2013,2,BOTH,2,2,2,0,2,0,0,0,0,0,0,Y,12.97,,0,",,W,2400",96,0,8.6,",,W,",24.8,",,W,",35,11,8.2,",,W",14,",,W",789,",,W",270,",,W",35.1,",,W",CLR,,,4,6,4.5,150,4,165,0,-6,-1,-2,-7,3,-1,-9
4/16/13,2012/2013,1,WET,1,0,1,1,0,0,0,0,0,0,0,N,58.61,,0.45,",,W,2400",0,0,8.6,",,W,",22.8,",,W,",38,3,10,",,W",27,",,W",0,",,W",270,",,W",100,",,W",SCT,,,,,,,,160,-5,-1,-3,-2,5,9,6,-9
4/17/13,2012/2013,1,WET,1,0,1,0,0,0,0,0,0,0,0,Y,45.86,,0,",,W,2400",39,0,5.1,",,W,",18.1,",,W,",34,-4,3.4,",,W",17,",,W",323,",,W",310,",,W",81,",,W",FEW,,,,,9.2,,,156,-4,-1,0,-2,-3,7,-2,-3
4/18/13,2012/2013,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,37.58,,0.03,",,W,2400",23,0,4.3,",,W,",18.1,",,W,",41,7,9.2,",,W",20,",,W",190,",,W",220,",,W",95.1,",,W",FEW,,,,,2.1,,,154,-2,-2,-1,0,-1,5,-2,-5
4/19/13,2012/2013,1,WET,1,0,1,1,0,0,0,0,0,0,0,N,48.77,,0.5,",,W,2400",25,0,0,",,W,",15,",,W,",47,6,12.6,",,W",37,",,W",205,",,W",270,",,W",95.1,",,W",FEW,,,,,,,,147,-7,0,0,-1,9,9,4,-5
4/20/13,2012/2013,1,ICE,0,0,0,0,0,0,0,0,0,0,0,Y,57.04,,0.29,",,W,2400",11,0.1,0.1,",,W,",9.8,",,W,",39,-8,0,",,W",8,",,W",90,",,W",270,",,W",91,",,W",OVC,RL,,,,,,,133,14,0,0,0,2,11,2,1
4/21/13,2012/2013,1,WET,1,0,1,0,0,0,0,0,0,0,0,Y,31.54,,0.03,",,W,2400",70,0.5,0.6,",,W,",11,",,W,",23,-16,-16.8,",,W",4,",,W",588,",,W",310,",,W",79,",,W",OVC,,,,,,,,130,-3,-6,-5,-3,-10,3,-8,-10
4/22/13,2012/2013,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,20.58,,0,",,W,2400",100,0,0.6,",,W,",11,",,W,",24,1,-12.8,",,W",17,",,W",840,",,W",130,",,W",48.1,",,W",CLR,,,,,,,,130,0,-6,-6,-3,-7,0,-3,-10
4/23/13,2012/2013,1,WET,1,0,1,0,0,0,0,0,0,0,0,Y,25.5,,0.01,",,W,2400",28,0,0.6,"T,,W,",9.8,",,W,",30,6,-4.8,",,W",17,",,W",233,",,W",130,",,W",42.9,",,W",CLR,,,,,,,,130,0,-3,-1,-1,-4,5,5,-7
4/24/13,2012/2013,1,WET,1,0,1,0,0,0,0,0,0,0,0,Y,17.45,,0.01,",,W,2400",73,0,0.6,",,W,",9.8,",,W,",48,18,15.4,",,W",29,",,W",620,",,W",270,",,W",65.1,",,W",OVC,,,,,,,,130,0,4,0,-1,4,5,0,-4
4/25/13,2012/2013,1,ICE,0,0,0,0,0,0,0,0,0,0,0,N,38.92,,0.01,",,W,2400",49,0,0.5,",,W,",9.8,",,W,",40,-8,7.2,",,W",19,",,W",418,",,W",270,",,W",84.1,",,W",CLR,,,,,,,,115,-13,0,-1,-1.3,0,-1,-6,-10
4/26/13,2012/2013,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,6.26,,0.02,",,W,2400",41,0.6,0.6,",,W,",9.1,",,W,",32,-8,-1,",,W",20,",,W",352,",,W",220,",,W",17,",,W",CLR,,,,,,,,113,-2,3.7,-0.2,-0.2,-2,-5,-4,-4
